movie,year,genre,color,language,country,rating,duration,budget
Wrong Turn,2003,Horror,Color,English,USA,R,84,"$12,600,000.00 "
The Green Hornet,2011,Action,Color,English,USA,PG-13,119,"$120,000,000.00 "
Return to Never Land,2002,Adventure,Color,English,USA,G,72,"$20,000,000.00 "
Valiant,2005,Adventure,Color,English,UK,G,76,"$35,000,000.00 "
Bangkok Dangerous,2008,Action,Color,English,USA,R,99,"$40,000,000.00 "
The Man with the Iron Fists,2012,Action,Color,English,USA,R,107,"$15,000,000.00 "
The Eye,2008,Horror,Color,English,USA,PG-13,92,"$12,000,000.00 "
Hannah Montana: The Movie,2009,Comedy,Color,English,USA,G,102,"$30,000,000.00 "
Factory Girl,2006,Biography,Color,English,USA,R,99,"$7,000,000.00 "
Transformers: Dark of the Moon,2011,Action,Color,English,USA,PG-13,154,"$195,000,000.00 "
Dear John,2010,Drama,,English,USA,PG-13,108,"$25,000,000.00 "
Redacted,2007,Crime,Color,English,USA,R,90,"$5,000,000.00 "
30 Minutes or Less,2011,Action,Color,English,Germany,R,83,"$28,000,000.00 "
The Amityville Horror,2005,Drama,Color,English,USA,R,90,"$19,000,000.00 "
Duets,2000,Comedy,Color,English,USA,R,112,"$15,000,000.00 "
2 Fast 2 Furious,2003,Action,Color,English,USA,PG-13,107,"$76,000,000.00 "
Sparkle,2012,Drama,Color,English,USA,PG-13,116,"$17,000,000.00 "
Captive,2015,Crime,Color,English,USA,PG-13,97,"$2,000,000.00 "
The Hangover Part II,2011,Comedy,Color,English,USA,R,102,"$80,000,000.00 "
Self/less,2015,Action,Color,English,USA,PG-13,117,"$26,000,000.00 "
The Warrior's Way,2010,Action,Color,English,New Zealand,R,100,"$45,000,000.00 "
Out Cold,2001,Comedy,Color,English,USA,PG-13,89,"$11,000,000.00 "
Pearl Harbor,2001,Action,Black and White,English,USA,PG-13,184,"$140,000,000.00 "
The Collection,2012,Action,Color,English,USA,R,82,"$10,000,000.00 "
Friday After Next,2002,Comedy,Color,English,USA,R,85,"$20,000,000.00 "
Armored,2009,Action,Color,English,USA,PG-13,88,"$27,000,000.00 "
Only God Forgives,2013,Crime,Color,English,Denmark,R,90,"$4,800,000.00 "
Exit Wounds,2001,Action,Color,English,USA,R,101,"$33,000,000.00 "
Killers,2010,Action,Color,English,USA,PG-13,100,"$75,000,000.00 "
Head of State,2003,Comedy,Color,English,USA,PG-13,95,"$35,200,000.00 "
The Avengers,2012,Action,Color,English,USA,PG-13,173,"$220,000,000.00 "
The Avengers,2012,Action,Color,English,USA,PG-13,173,"$220,000,000.00 "
Brooklyn Rules,2007,Crime,Color,English,USA,R,99,"$8,000,000.00 "
The Internship,2013,Comedy,Color,English,USA,PG-13,125,"$58,000,000.00 "
Rush Hour 3,2007,Action,Color,English,USA,PG-13,91,"$140,000,000.00 "
Swing Vote,2008,Comedy,Color,English,USA,PG-13,120,"$21,000,000.00 "
Jeepers Creepers,2001,Horror,Color,English,Germany,R,90,"$10,000,000.00 "
Jurassic Park III,2001,Action,Color,English,USA,PG-13,92,"$93,000,000.00 "
xXx,2002,Action,Color,English,USA,PG-13,132,"$70,000,000.00 "
Deep Blue Sea,1999,Action,Color,English,USA,R,105,"$60,000,000.00 "
Gun Shy,2000,Comedy,Color,English,USA,R,101,"$10,000,000.00 "
Mirror Mirror,2012,Adventure,Color,English,USA,PG,106,"$85,000,000.00 "
Runaway Bride,1999,Comedy,Color,English,USA,PG,116,"$70,000,000.00 "
The Texas Chainsaw Massacre 2,1986,Comedy,Color,English,USA,X,101,"$4,700,000.00 "
Hollywood Homicide,2003,Action,Color,English,USA,PG-13,116,"$75,000,000.00 "
The Words,2012,Drama,Color,English,USA,PG-13,102,"$6,000,000.00 "
Dracula Untold,2014,Action,Color,English,USA,PG-13,92,"$70,000,000.00 "
Letters to God,2010,Drama,Color,English,USA,PG,110,"$3,500,000.00 "
28 Days,2000,Comedy,Color,English,USA,PG-13,103,"$43,000,000.00 "
The Guilt Trip,2012,Comedy,Color,English,USA,PG-13,95,"$40,000,000.00 "
Pride and Prejudice and Zombies,2016,Action,Color,English,USA,PG-13,108,"$28,000,000.00 "
Volcano,1997,Action,Color,English,USA,PG-13,104,"$90,000,000.00 "
The Lone Ranger,2013,Action,Color,English,USA,PG-13,150,"$215,000,000.00 "
Resident Evil: Extinction,2007,Action,Color,English,France,R,94,"$45,000,000.00 "
The Good German,2006,Drama,Black and White,English,USA,R,105,"$32,000,000.00 "
Saw VI,2009,Horror,Color,English,Canada,R,92,"$11,000,000.00 "
Captain Corelli's Mandolin,2001,Drama,Color,English,UK,R,131,"$57,000,000.00 "
Duplex,2003,Comedy,Color,English,USA,PG-13,89,"$40,000,000.00 "
Cradle 2 the Grave,2003,Action,Color,English,USA,R,101,"$30,000,000.00 "
Bubble Boy,2001,Adventure,Color,English,USA,PG-13,84,"$13,000,000.00 "
Peeples,2013,Comedy,Color,English,USA,PG-13,95,"$15,000,000.00 "
Gulliver's Travels,2010,Adventure,Color,English,USA,PG,85,"$112,000,000.00 "
Need for Speed,2014,Action,Color,English,USA,PG-13,132,"$66,000,000.00 "
The Lucky One,2012,Drama,Color,English,USA,PG-13,101,"$25,000,000.00 "
The Life Before Her Eyes,2007,Drama,Color,English,USA,R,90,"$8,000,000.00 "
I Am Number Four,2011,Action,Color,English,USA,PG-13,109,"$60,000,000.00 "
Raising Helen,2004,Comedy,Color,English,USA,PG-13,119,"$50,000,000.00 "
The Good Guy,2009,Comedy,Color,English,USA,R,90,"$8,000,000.00 "
The Extra Man,2010,Comedy,Color,English,USA,R,108,"$7,000,000.00 "
Species,1995,Action,Color,English,USA,R,108,"$35,000,000.00 "
Tusk,2014,Comedy,Color,English,USA,R,102,"$3,000,000.00 "
Twilight,2008,Drama,Color,English,USA,PG-13,122,"$37,000,000.00 "
Twilight,2008,Drama,Color,English,USA,PG-13,122,"$37,000,000.00 "
Swordfish,2001,Action,Color,English,USA,R,99,"$80,000,000.00 "
How to Lose Friends & Alienate People,2008,Comedy,Color,English,UK,R,110,"$27,000,000.00 "
Project Almanac,2015,Sci-Fi,Color,English,USA,PG-13,106,"$12,000,000.00 "
The Fifth Estate,2013,Biography,Color,English,USA,R,128,"$28,000,000.00 "
Percy Jackson: Sea of Monsters,2013,Adventure,Color,English,USA,PG,106,"$90,000,000.00 "
Hide and Seek,2005,Drama,Color,English,USA,R,101,"$30,000,000.00 "
Bullet to the Head,2012,Action,Color,English,USA,R,92,"$55,000,000.00 "
Imagine That,2009,Comedy,Color,English,USA,PG,107,"$55,000,000.00 "
In the Cut,2003,Mystery,Color,English,Australia,R,113,"$12,000,000.00 "
Black Nativity,2013,Drama,Color,English,USA,PG,93,"$17,500,000.00 "
Bad Boys II,2003,Action,Color,English,USA,R,147,"$130,000,000.00 "
London,2005,Drama,Color,English,UK,R,92,"$14,000.00 "
Ninja Assassin,2009,Action,Color,English,USA,R,99,"$40,000,000.00 "
Country Strong,2010,Drama,Color,English,Official site,PG-13,117,"$15,000,000.00 "
Mrs. Winterbourne,1996,Comedy,Color,English,USA,PG-13,105,"$25,000,000.00 "
Deep Impact,1998,Action,Color,English,USA,PG-13,120,"$75,000,000.00 "
What Happens in Vegas,2008,Comedy,Color,English,USA,PG-13,101,"$35,000,000.00 "
Halloween 4: The Return of Michael Myers,1988,Horror,Color,English,USA,R,88,"$5,000,000.00 "
You Don't Mess with the Zohan,2008,Action,Color,English,USA,PG-13,113,"$90,000,000.00 "
Honey,2003,Drama,Color,English,USA,PG-13,94,"$25,000,000.00 "
Bachelorette,2012,Comedy,Color,English,USA,R,87,"$3,000,000.00 "
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Action,Color,English,USA,PG-13,112,"$135,000,000.00 "
Horrible Bosses 2,2014,Comedy,Color,English,USA,R,116,"$42,000,000.00 "
Deadfall,2012,Crime,Color,English,USA,R,95,"$12,000,000.00 "
Original Sin,2001,Drama,Color,English,France,R,118,"$42,000,000.00 "
Abraham Lincoln: Vampire Hunter,2012,Action,Color,English,USA,R,105,"$69,000,000.00 "
Hoot,2006,Adventure,Color,English,USA,PG,91,"$15,000,000.00 "
MacGruber,2010,Action,Color,English,USA,R,95,"$10,000,000.00 "
Home on the Range,2004,Animation,Color,English,USA,PG,76,"$110,000,000.00 "
Stone,2010,Drama,Color,English,USA,R,105,"$22,000,000.00 "
Cats & Dogs,2001,Action,Color,English,USA,PG,87,"$60,000,000.00 "
Queen of the Damned,2002,Drama,Color,English,USA,R,101,"$35,000,000.00 "
Charlie St. Cloud,2010,Drama,Color,English,USA,PG-13,99,"$44,000,000.00 "
The Jackal,1997,Action,Color,English,USA,R,124,"$60,000,000.00 "
How High,2001,Comedy,Color,English,USA,R,93,"$12,000,000.00 "
Waterworld,1995,Action,Color,English,USA,PG-13,176,"$175,000,000.00 "
Must Love Dogs,2005,Comedy,Color,English,USA,PG-13,98,"$30,000,000.00 "
Savage Grace,2007,Drama,Color,English,Spain,Not Rated,97,"$4,600,000.00 "
Chicken Little,2005,Adventure,Color,English,USA,G,81,"$150,000,000.00 "
The Lords of Salem,2012,Drama,Color,English,USA,R,101,"$2,500,000.00 "
Home Fries,1998,Comedy,Color,English,USA,PG-13,91,"$15,000,000.00 "
Surrogates,2009,Action,Color,English,USA,PG-13,89,"$80,000,000.00 "
Reno 911!: Miami,2007,Comedy,Color,English,USA,R,84,"$10,000,000.00 "
Be Cool,2005,Comedy,Color,English,USA,PG-13,118,"$53,000,000.00 "
Poseidon,2006,Action,Color,English,USA,PG-13,98,"$160,000,000.00 "
Bringing Down the House,2003,Comedy,Color,English,USA,PG-13,105,"$33,000,000.00 "
Prom,2011,Comedy,Color,English,USA,PG,104,"$8,000,000.00 "
Tim and Eric's Billion Dollar Movie,2012,Comedy,Color,English,USA,R,93,"$3,000,000.00 "
Here on Earth,2000,Drama,Color,English,USA,PG-13,96,"$15,000,000.00 "
The Ten,2007,Comedy,Color,English,USA,R,96,"$5,250,000.00 "
Beyond Borders,2003,Adventure,Color,English,USA,R,127,"$35,000,000.00 "
Grudge Match,2013,Comedy,Color,English,USA,PG-13,113,"$40,000,000.00 "
The Monuments Men,2014,Drama,Color,English,USA,PG-13,118,"$70,000,000.00 "
Snow Flower and the Secret Fan,2011,Drama,,English,China,PG-13,104,"$6,000,000.00 "
Dead Man on Campus,1998,Comedy,Color,English,USA,R,96,"$14,000,000.00 "
Jane Got a Gun,2016,Action,Color,English,USA,R,98,"$25,000,000.00 "
Rambo III,1988,Action,Color,English,USA,R,87,"$63,000,000.00 "
Bulletproof Monk,2003,Action,Color,English,USA,PG-13,104,"$52,000,000.00 "
Southland Tales,2006,Comedy,Color,English,France,R,160,"$17,000,000.00 "
Batman Forever,1995,Action,Color,English,USA,PG-13,121,"$100,000,000.00 "
Good Boy!,2003,Comedy,Color,English,USA,PG,87,"$17,000,000.00 "
Pandorum,2009,Action,Color,English,Germany,R,108,"$33,000,000.00 "
Derailed,2005,Drama,Color,English,USA,R,112,"$22,000,000.00 "
Burnt,2015,Comedy,Color,English,USA,R,101,"$20,000,000.00 "
Resident Evil: Apocalypse,2004,Action,Color,English,Germany,R,98,"$45,000,000.00 "
Lakeview Terrace,2008,Crime,Color,English,USA,PG-13,110,"$22,000,000.00 "
2016: Obama's America,2012,Documentary,Color,English,USA,PG,87,"$2,500,000.00 "
Just Go with It,2011,Comedy,Color,English,USA,PG-13,117,"$80,000,000.00 "
10th & Wolf,2006,Crime,Color,English,USA,R,107,"$8,000,000.00 "
The Peacemaker,1997,Action,Color,English,USA,R,124,"$50,000,000.00 "
Cirque du Freak: The Vampire's Assistant,2009,Action,Color,English,USA,PG-13,109,"$40,000,000.00 "
There Be Dragons,2011,Biography,Color,English,Spain,PG-13,102,"$36,000,000.00 "
Safe Haven,2013,Drama,Color,English,USA,PG-13,115,"$28,000,000.00 "
The Raven,2012,Crime,Color,English,USA,R,110,"$26,000,000.00 "
Taken 2,2012,Action,Color,English,France,PG-13,98,"$45,000,000.00 "
The November Man,2014,Action,Color,English,USA,R,108,"$15,000,000.00 "
Knowing,2009,Drama,Color,English,USA,PG-13,121,"$50,000,000.00 "
Larry Crowne,2011,Comedy,Color,English,USA,PG-13,98,"$30,000,000.00 "
Chasing Liberty,2004,Comedy,Color,English,USA,PG-13,101,"$23,000,000.00 "
Chasing Liberty,2004,Comedy,Color,English,USA,PG-13,101,"$23,000,000.00 "
We Are Your Friends,2015,Drama,Color,English,UK,R,96,"$2,000,000.00 "
The Story of Us,1999,Comedy,Color,English,USA,R,95,"$50,000,000.00 "
Raise Your Voice,2004,Family,Color,English,USA,PG,103,"$15,000,000.00 "
Into the Blue,2005,Action,Color,English,USA,PG-13,110,"$50,000,000.00 "
Straw Dogs,2011,Action,Color,English,USA,R,110,"$25,000,000.00 "
Bad Teacher,2011,Comedy,Color,English,USA,R,97,"$20,000,000.00 "
"War, Inc.",2008,Action,Color,English,USA,R,107,"$10,000,000.00 "
Casa de mi Padre,2012,Comedy,Color,Spanish,USA,R,84,"$6,000,000.00 "
Ready to Rumble,2000,Comedy,Color,English,USA,PG-13,107,"$24,000,000.00 "
Awake,2007,Crime,Color,English,USA,R,84,"$8,600,000.00 "
This Means War,2012,Action,Color,English,USA,PG-13,103,"$65,000,000.00 "
A View to a Kill,1985,Action,Color,English,UK,PG,131,"$30,000,000.00 "
Take Me Home Tonight,2011,Comedy,Color,English,USA,R,97,"$23,000,000.00 "
Battleship,2012,Action,Color,English,USA,PG-13,131,"$209,000,000.00 "
Song One,2014,Drama,Color,English,USA,PG-13,86,"$6,000,000.00 "
Little Black Book,2004,Comedy,Color,English,USA,PG-13,105,"$35,000,000.00 "
Killer Elite,2011,Action,Color,English,UK,R,116,"$35,000,000.00 "
Casino Jack,2010,Biography,Color,English,Canada,R,108,"$15,000,000.00 "
Escape from Planet Earth,2013,Adventure,Color,English,USA,PG,89,"$40,000,000.00 "
Saw IV,2007,Horror,Color,English,USA,R,96,"$10,000,000.00 "
The Night Listener,2006,Crime,Color,English,USA,R,81,"$4,000,000.00 "
Not Another Teen Movie,2001,Comedy,Color,English,USA,R,99,"$16,000,000.00 "
Alvin and the Chipmunks,2007,Animation,Color,English,USA,PG,92,"$60,000,000.00 "
Big Momma's House,2000,Action,Color,English,USA,PG-13,99,"$30,000,000.00 "
Double Jeopardy,1999,Crime,Color,English,USA,R,105,"$70,000,000.00 "
Ride Along,2014,Action,Color,English,USA,PG-13,99,"$25,000,000.00 "
The Battle of Shaker Heights,2003,Comedy,Color,English,USA,PG-13,79,"$1,000,000.00 "
Miracle at St. Anna,2008,Action,Color,English,USA,R,160,"$45,000,000.00 "
The Other Woman,2014,Comedy,Color,English,USA,PG-13,109,"$40,000,000.00 "
The Corruptor,1999,Action,Color,English,USA,R,110,"$30,000,000.00 "
Coyote Ugly,2000,Comedy,Color,English,USA,PG-13,107,"$45,000,000.00 "
Enough,2002,Crime,Color,English,USA,PG-13,115,"$38,000,000.00 "
Lake Placid,1999,Action,Color,English,USA,R,82,"$27,000,000.00 "
Urban Legend,1998,Horror,Color,English,USA,R,99,"$14,000,000.00 "
Loser,2000,Comedy,Color,English,USA,PG-13,98,"$20,000,000.00 "
Scary Movie 4,2006,Comedy,Color,English,USA,PG-13,89,"$45,000,000.00 "
Soul Plane,2004,Comedy,Color,English,USA,R,92,"$16,000,000.00 "
In the Land of Blood and Honey,2011,Drama,Color,Bosnian,USA,R,127,"$13,000,000.00 "
Kiss the Girls,1997,Crime,Color,English,USA,R,115,"$27,000,000.00 "
Never Back Down,2008,Action,Color,English,USA,PG-13,110,"$20,000,000.00 "
Alice Through the Looking Glass,2016,Adventure,Color,English,USA,PG,113,"$170,000,000.00 "
The Change-Up,2011,Comedy,Color,English,USA,R,118,"$52,000,000.00 "
Before I Go to Sleep,2014,Drama,Color,English,UK,R,92,"$22,000,000.00 "
Hitman,2007,Action,Color,English,France,R,94,"$24,000,000.00 "
Lions for Lambs,2007,Drama,Color,English,USA,R,92,"$35,000,000.00 "
Final Destination 2,2003,Horror,Color,English,USA,R,90,"$26,000,000.00 "
The Expendables 3,2014,Action,Color,English,USA,PG-13,131,"$90,000,000.00 "
The Invasion,2007,Sci-Fi,Color,English,USA,PG-13,99,"$80,000,000.00 "
Eat Pray Love,2010,Drama,Color,English,USA,PG-13,140,"$60,000,000.00 "
Admission,2013,Comedy,Color,English,USA,PG-13,107,"$13,000,000.00 "
Failure to Launch,2006,Comedy,Color,English,USA,PG-13,95,"$50,000,000.00 "
The Scorpion King,2002,Action,Color,English,USA,PG-13,100,"$60,000,000.00 "
The Sweetest Thing,2002,Comedy,Color,English,USA,R,90,"$43,000,000.00 "
Broken City,2013,Crime,Color,English,USA,R,109,"$35,000,000.00 "
The Incredible Burt Wonderstone,2013,Comedy,Color,English,USA,PG-13,100,"$30,000,000.00 "
The Good Night,2007,Comedy,Color,English,USA,R,93,"$15,000,000.00 "
Hey Arnold! The Movie,2002,Adventure,Color,English,USA,PG,76,"$3,000,000.00 "
Mad Money,2008,Comedy,Color,English,USA,PG-13,104,"$22,000,000.00 "
Maid in Manhattan,2002,Comedy,Color,English,USA,PG-13,105,"$55,000,000.00 "
Jennifer's Body,2009,Comedy,Color,English,USA,R,107,"$16,000,000.00 "
DOA: Dead or Alive,2006,Action,Color,English,USA,PG-13,87,"$21,000,000.00 "
Hall Pass,2011,Comedy,Color,English,USA,R,111,"$36,000,000.00 "
The Last Song,2010,Drama,Color,English,USA,PG,107,"$20,000,000.00 "
Rugrats Go Wild,2003,Adventure,Color,English,USA,PG,80,"$25,000,000.00 "
Max Keeble's Big Move,2001,Comedy,Color,English,USA,PG,91,"$12,000,000.00 "
A Nightmare on Elm Street 5: The Dream Child,1989,Fantasy,Black and White,English,USA,X,89,"$8,000,000.00 "
Get Rich or Die Tryin',2005,Biography,Color,English,USA,R,117,"$40,000,000.00 "
Love in the Time of Cholera,2007,Drama,Color,English,USA,R,139,"$45,000,000.00 "
A Million Ways to Die in the West,2014,Comedy,Color,English,USA,R,136,"$40,000,000.00 "
My Big Fat Greek Wedding 2,2016,Comedy,Color,English,USA,PG-13,94,"$18,000,000.00 "
Lucky You,2007,Drama,Color,English,USA,PG-13,124,"$55,000,000.00 "
America's Sweethearts,2001,Comedy,Color,English,USA,PG-13,102,"$48,000,000.00 "
Cutthroat Island,1995,Action,Color,English,USA,PG-13,124,"$98,000,000.00 "
Domestic Disturbance,2001,Crime,Color,English,USA,PG-13,89,"$53,000,000.00 "
Jawbreaker,1999,Comedy,Color,English,USA,R,87,"$3,500,000.00 "
Unaccompanied Minors,2006,Adventure,Color,English,USA,PG,90,"$26,000,000.00 "
Ishtar,1987,Action,Color,English,USA,PG-13,107,"$51,000,000.00 "
I Spit on Your Grave,2010,Horror,Color,English,USA,R,105,"$2,000,000.00 "
Vacation,2015,Adventure,Color,English,USA,R,99,"$31,000,000.00 "
American Outlaws,2001,Action,Color,English,USA,PG-13,94,"$35,000,000.00 "
Firewall,2006,Crime,Color,English,USA,PG-13,105,"$50,000,000.00 "
Drillbit Taylor,2008,Comedy,Color,English,USA,PG-13,102,"$40,000,000.00 "
The Core,2003,Action,Color,English,USA,PG-13,135,"$60,000,000.00 "
They,2002,Horror,Color,English,USA,PG-13,89,"$17,000,000.00 "
The Marine,2006,Action,Color,English,USA,PG-13,92,"$20,000,000.00 "
Child 44,2015,Crime,Color,English,Czech Republic,R,137,"$50,000,000.00 "
3 Days to Kill,2014,Action,Color,English,USA,PG-13,123,"$28,000,000.00 "
A Night at the Roxbury,1998,Comedy,Color,English,USA,PG-13,82,"$17,000,000.00 "
The Wedding Date,2005,Comedy,Color,English,USA,PG-13,90,"$15,000,000.00 "
"As Above, So Below",2014,Horror,Color,English,USA,R,93,"$5,000,000.00 "
Friday the 13th Part 2,1981,Horror,Color,English,USA,R,87,"$1,250,000.00 "
Creepshow 2,1987,Comedy,Color,English,USA,R,85,"$3,500,000.00 "
Lady in the Water,2006,Drama,Color,English,USA,PG-13,110,"$70,000,000.00 "
People I Know,2002,Crime,Color,English,USA,R,100,"$22,000,000.00 "
Aliens in the Attic,2009,Adventure,Color,English,USA,PG,86,"$45,000,000.00 "
Torque,2004,Action,Color,English,USA,PG-13,84,"$40,000,000.00 "
The Thirteenth Floor,1999,Mystery,Color,English,Germany,R,100,"$16,000,000.00 "
Joy Ride,2001,Mystery,Color,English,USA,R,97,"$23,000,000.00 "
Let's Be Cops,2014,Comedy,Color,English,USA,R,104,"$17,000,000.00 "
The Boondock Saints II: All Saints Day,2009,Action,Color,English,USA,R,138,"$8,000,000.00 "
Adore,2013,Drama,Color,English,Australia,R,112,"$16,000,000.00 "
Jumper,2008,Action,Color,English,USA,PG-13,88,"$85,000,000.00 "
Bedtime Stories,2008,Comedy,Color,English,USA,PG,99,"$80,000,000.00 "
The Legend of Zorro,2005,Action,Color,Spanish,USA,PG,129,"$75,000,000.00 "
The Grudge,2004,Horror,Color,English,USA,PG-13,98,"$10,000,000.00 "
Nine,2009,Drama,Black and White,English,USA,PG-13,118,"$80,000,000.00 "
Autumn in New York,2000,Drama,Color,English,USA,PG-13,103,"$40,000,000.00 "
The Man,2005,Action,Color,English,Germany,PG-13,83,"$33,000,000.00 "
White Chicks,2004,Comedy,Color,English,USA,PG-13,109,"$37,000,000.00 "
The Lawnmower Man,1992,Horror,Color,English,UK,R,140,"$10,000,000.00 "
Double Take,2001,Action,Color,English,USA,PG-13,88,"$24,000,000.00 "
Donkey Punch,2008,Crime,Color,English,UK,R,99,"$900,000.00 "
Alex Rider: Operation Stormbreaker,2006,Action,Color,English,Germany,PG,93,"$40,000,000.00 "
Gods and Generals,2003,Drama,Color,English,USA,PG-13,280,"$56,000,000.00 "
Along Came Polly,2004,Comedy,Color,English,USA,PG-13,90,"$42,000,000.00 "
The New Guy,2002,Comedy,Color,English,USA,PG-13,92,"$13,000,000.00 "
G.I. Joe: The Rise of Cobra,2009,Action,Color,English,USA,PG-13,118,"$175,000,000.00 "
G.I. Joe: Retaliation,2013,Action,Color,English,USA,PG-13,122,"$130,000,000.00 "
The Purge,2013,Horror,Color,English,USA,R,85,"$3,000,000.00 "
Son of God,2014,Biography,Color,English,USA,PG-13,170,"$22,000,000.00 "
Drowning Mona,2000,Comedy,Color,English,USA,PG-13,96,"$16,000,000.00 "
Mars Needs Moms,2011,Action,Color,English,USA,PG,88,"$150,000,000.00 "
Snow Day,2000,Adventure,Color,English,USA,PG,89,"$13,000,000.00 "
Blended,2014,Comedy,Color,English,USA,PG-13,117,"$40,000,000.00 "
Exodus: Gods and Kings,2014,Action,Color,English,UK,PG-13,150,"$140,000,000.00 "
Sucker Punch,2011,Action,Color,English,USA,PG-13,128,"$82,000,000.00 "
Exodus: Gods and Kings,2014,Action,Color,English,UK,PG-13,150,"$140,000,000.00 "
The Mortal Instruments: City of Bones,2013,Fantasy,Color,English,USA,PG-13,130,"$60,000,000.00 "
Trust the Man,2005,Comedy,Color,English,USA,R,103,"$9,000,000.00 "
Dickie Roberts: Former Child Star,2003,Comedy,Color,English,USA,PG-13,98,"$17,000,000.00 "
Monster-in-Law,2005,Comedy,Color,English,Germany,PG-13,101,"$60,000,000.00 "
Little Nicky,2000,Comedy,Color,English,USA,PG-13,90,"$80,000,000.00 "
Impostor,2001,Drama,Color,English,USA,R,102,"$40,000,000.00 "
The Statement,2003,Drama,Black and White,English,Canada,R,120,"$23,000,000.00 "
15 Minutes,2001,Action,Color,English,USA,R,120,"$42,000,000.00 "
Transformers: Revenge of the Fallen,2009,Action,Color,English,USA,PG-13,150,"$200,000,000.00 "
Brick Mansions,2014,Action,Color,English,France,PG-13,100,"$28,000,000.00 "
Barnyard,2006,Animation,Color,English,Germany,PG,90,"$51,000,000.00 "
Daddy Day Care,2003,Comedy,Color,English,USA,PG,92,"$60,000,000.00 "
Madea's Witness Protection,2012,Comedy,Color,English,USA,PG-13,114,"$20,000,000.00 "
A Man Apart,2003,Action,Color,English,USA,R,109,"$36,000,000.00 "
Parental Guidance,2012,Comedy,Color,English,USA,PG,105,"$25,000,000.00 "
Memoirs of an Invisible Man,1992,Comedy,Color,English,USA,PG-13,99,"$40,000,000.00 "
Dante's Peak,1997,Action,Color,English,USA,PG-13,108,"$116,000,000.00 "
Green Lantern,2011,Action,Color,English,USA,PG-13,123,"$200,000,000.00 "
Hop,2011,Adventure,Color,English,USA,PG,95,"$63,000,000.00 "
Resident Evil: Retribution,2012,Action,Color,English,Germany,R,96,"$65,000,000.00 "
House of 1000 Corpses,2003,Horror,Black and White,English,USA,R,105,"$7,000,000.00 "
My Best Friend's Girl,2008,Comedy,Color,English,USA,R,112,"$40,000,000.00 "
Wrath of the Titans,2012,Action,Color,English,USA,PG-13,99,"$150,000,000.00 "
The Wolfman,2010,Drama,Color,English,USA,R,119,"$150,000,000.00 "
Semi-Pro,2008,Comedy,Color,English,USA,R,99,"$55,000,000.00 "
What to Expect When You're Expecting,2012,Comedy,Color,English,USA,PG-13,110,"$40,000,000.00 "
Joe Somebody,2001,Comedy,Color,English,USA,PG,98,"$38,000,000.00 "
Phat Girlz,2006,Comedy,Color,English,USA,PG-13,99,"$3,000,000.00 "
The Tourist,2010,Action,Color,English,USA,PG-13,103,"$100,000,000.00 "
Dream House,2011,Drama,Color,English,USA,PG-13,84,"$55,000,000.00 "
The Tourist,2010,Action,Color,English,USA,PG-13,103,"$100,000,000.00 "
Transcendence,2014,Drama,Color,English,UK,PG-13,119,"$100,000,000.00 "
Untraceable,2008,Crime,Color,English,USA,R,101,"$35,000,000.00 "
Punisher: War Zone,2008,Action,Color,English,USA,R,103,"$35,000,000.00 "
Resident Evil: Afterlife,2010,Action,Color,English,Germany,R,97,"$60,000,000.00 "
After.Life,2009,Drama,Color,English,USA,R,104,"$4,500,000.00 "
Fun Size,2012,Adventure,Color,English,USA,PG-13,86,"$14,000,000.00 "
Dr. Dolittle 2,2001,Comedy,Color,English,USA,PG,87,"$72,000,000.00 "
You Got Served,2004,Drama,Color,English,USA,PG-13,95,"$8,000,000.00 "
The Best of Me,2014,Drama,Color,English,USA,PG-13,118,"$26,000,000.00 "
Mercury Rising,1998,Action,Color,English,USA,R,111,"$60,000,000.00 "
Mercury Rising,1998,Action,Color,English,USA,R,111,"$60,000,000.00 "
The Last Witch Hunter,2015,Action,Color,English,USA,PG-13,106,"$90,000,000.00 "
Laws of Attraction,2004,Comedy,Color,English,Ireland,PG-13,90,"$28,000,000.00 "
Machete Kills,2013,Action,Color,English,Russia,R,107,"$20,000,000.00 "
The Pacifier,2005,Action,Color,English,Canada,PG,95,"$56,000,000.00 "
Spawn,1997,Action,Color,English,USA,R,98,"$40,000,000.00 "
When a Stranger Calls,2006,Horror,Color,English,USA,PG-13,87,"$15,000,000.00 "
Dracula 2000,2000,Action,Color,English,USA,R,99,"$28,000,000.00 "
Monkeybone,2001,Animation,Color,English,USA,PG-13,93,"$75,000,000.00 "
The Twilight Saga: New Moon,2009,Adventure,Color,English,USA,PG-13,130,"$50,000,000.00 "
Halloween III: Season of the Witch,1982,Horror,Color,English,USA,R,98,"$2,500,000.00 "
The Ugly Truth,2009,Comedy,Color,English,USA,R,96,"$38,000,000.00 "
The General's Daughter,1999,Drama,Color,English,USA,R,116,"$95,000,000.00 "
Man of the Year,2006,Comedy,Color,English,USA,PG-13,115,"$20,000,000.00 "
That Awkward Moment,2014,Comedy,Color,English,USA,R,94,"$8,000,000.00 "
The One,2001,Action,Color,English,USA,PG-13,85,"$49,000,000.00 "
Beastly,2011,Drama,Color,English,USA,PG-13,86,"$17,000,000.00 "
Jingle All the Way,1996,Comedy,Color,English,USA,PG,94,"$60,000,000.00 "
The Tempest,2010,Comedy,Color,English,USA,PG-13,110,"$20,000,000.00 "
